4,11,吉川 梨奈,女性,56,愛知県,稲沢市,平和町法立起南,土地,2回目,2018-07-02,2018-07-02,2018-08-06,2019-03-04,2019-03-28,1,19800000,19800000,1,3,19000000,17500000,1,1,稲沢市：担当者の対応が良かったです。,1,稲沢平和：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,稲沢平和：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,稲沢平和：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,稲沢平和：木曾路はすべて山の中である。あるところは岨づたいに,店舗前に駐車場があれば良かった。
4,12,高橋 友紀,女性,46,大阪府,堺市堺区,櫛屋町西１丁,戸建て,3回以上,2019-01-14,2019-02-07,2019-02-07,2019-11-21,2019-11-21,3,16500000,16800000,1,3,800000,15000000,2,2,堺市堺区：担当者の対応が良かったです。,2,堺市櫛屋：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,堺市櫛屋：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,堺市櫛屋：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,堺市櫛屋：木曾路はすべて山の中である。あるところは岨づたいに,特にない。
5,13,牧野 史織,女性,52,神奈川県,相模原市中央区,上溝４丁目,マンション,初めて,2019-01-06,2019-03-23,2019-04-01,2019-07-13,2019-12-23,2,15700000,19980000,0,,,15980000,5,2,相模原市中央区：担当者の対応が良かったです。,1,相模上溝：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,相模上溝：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,相模上溝：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,相模上溝：木曾路はすべて山の中である。あるところは岨づたいに,未だご近所に売却を知られたくない時期に、庭先で大きな声であいさつや説明をされるのは勘弁してもらいたいです。
7,16,渡邉 直美,女性,50,京都府,南丹市,日吉町天若向山,土地,2回目,2019-01-01,2019-04-05,2019-04-20,2019-08-10,2019-09-10,1,7000000,6000000,1,7,800000,5200000,4,2,南丹市：担当者の対応が良かったです。,2,南丹日吉：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,南丹日吉：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,南丹日吉：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,南丹日吉：木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
8,17,伊藤 さおり,女性,41,埼玉県,川越市,中台南2丁目,戸建て,3回以上,2018-09-30,2019-04-01,2019-04-01,2019-07-01,2019-07-01,4,8500000,8500000,0,,,8000000,3,1,川越市：担当者の対応が良かったです。,5,川越中台：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,川越中台：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,川越中台：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,川越中台：木曾路はすべて山の中である。あるところは岨づたいに,特になし。
9,18,田中 沙織,女性,59,神奈川県,厚木市,愛甲西3丁目,マンション,初めて,2019-03-28,2019-04-20,2019-04-20,2019-06-21,2019-07-19,4,12000000,14800000,0,,,14800000,2,1,厚木市：担当者の対応が良かったです。,1,厚木愛甲：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,厚木愛甲：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,厚木愛甲：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,厚木愛甲：木曾路はすべて山の中である。あるところは岨づたいに,特にないです。
10,19,廣津 ゆかり,女性,61,埼玉県,川口市,芝樋ノ爪1丁目,土地,2回目,2018-03-01,2018-06-02,2018-08-01,2019-02-01,2019-03-01,5,11000000,11000000,0,,,10500000,5,2,川口市：担当者の対応が良かったです。,99,川口芝樋：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,川口芝樋：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,川口芝樋：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,川口芝樋：木曾路はすべて山の中である。あるところは岨づたいに,特にありませんでした。
11,20,谷崎 将史,男性,42,神奈川県,藤沢市,片瀬海岸3丁目,戸建て,3回以上,2018-02-01,2018-02-28,2019-01-01,2019-02-28,2019-02-28,3,45800000,45800000,0,,,45800000,5,1,藤沢市：担当者の対応が良かったです。,1,藤沢片瀬：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,藤沢片瀬：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,3,藤沢片瀬：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,藤沢片瀬：木曾路はすべて山の中である。あるところは岨づたいに,丁寧な説明が良かったです。
12,21,栗原 直子,女性,42,神奈川県,横浜市西区,中央1丁目,マンション,初めて,2018-09-01,2019-02-01,2019-02-01,2019-03-01,2019-04-12,3,24500000,24500000,1,3,2000000,20800000,1,1,横浜市西区：担当者の対応が良かったです。,1,横浜中央：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,横浜中央：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,横浜中央：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,横浜中央：木曾路はすべて山の中である。あるところは岨づたいに,特にありません。
13,22,荒木 健,男性,65,千葉県,四街道市,めいわ1丁目,土地,2回目,2018-11-01,2018-12-01,2018-12-01,2019-05-10,2019-06-28,5,4900000,6500000,0,,,3500000,2,4,四街道市：担当者の対応が良かったです。,6,四街めい：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,四街めい：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,四街めい：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,四街めい：木曾路はすべて山の中である。あるところは岨づたいに,売却を決めた不動産会社に関しましては何も言う事はありません。
14,23,醍醐 里美,女性,65,東京都,八王子市,南大沢5丁目,戸建て,3回以上,2019-05-01,2019-06-01,2019-06-10,2019-09-06,2019-09-20,4,13500000,13800000,0,,,13800000,5,1,八王子市：担当者の対応が良かったです。,1,八王南大：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,八王南大：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,2,八王南大：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,八王南大：木曾路はすべて山の中である。あるところは岨づたいに,引き継ぎはしっかりして欲しいです。上から目線も止めて欲しい。
15,24,中村 周子,女性,48,東京都,墨田区,立花5丁目,マンション,初めて,2018-01-01,2018-04-01,2018-05-01,2019-03-19,2019-03-29,5,4100000,4100000,1,1,700000,3800000,1,1,墨田区：担当者の対応が良かったです。,1,墨田立花：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,墨田立花：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,墨田立花：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,墨田立花：木曾路はすべて山の中である。あるところは岨づたいに,特にないです。
16,25,大橋 嘉奈子,女性,41,東京都,江戸川区,南篠崎町1丁目,土地,2回目,2018-01-01,2018-01-15,2018-01-20,2018-03-30,2018-04-01,4,8500000,12000000,0,,,10500000,3,1,江戸川区：担当者の対応が良かったです。,5,江戸南篠：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,江戸南篠：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,江戸南篠：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,江戸南篠：木曾路はすべて山の中である。あるところは岨づたいに,担当者が独立したため、続けてフォローしてほしかった。
17,26,高野 聡,男性,60,埼玉県,越谷市,瓦曽根2丁目,戸建て,3回以上,2018-09-27,2019-07-01,2019-07-01,2019-09-20,2019-10-01,2,12000000,12000000,0,,,12000000,1,3,越谷市：担当者の対応が良かったです。,5,越谷瓦曽：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,越谷瓦曽：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,5,越谷瓦曽：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,越谷瓦曽：木曾路はすべて山の中である。あるところは岨づたいに,会社が休日でも連絡はつながるようにしておいた方が良い。
18,27,亀田 悠人,男性,57,埼玉県,ふじみ野市,大井1丁目,マンション,初めて,2018-06-01,2018-08-01,2018-08-15,2019-06-30,2019-07-31,4,12500000,12500000,1,6,1000000,11500000,4,1,ふじみ野市：担当者の対応が良かったです。,1,ふじ大井：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,ふじ大井：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,ふじ大井：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,ふじ大井：木曾路はすべて山の中である。あるところは岨づたいに,特になし。
19,28,金谷 駿介,男性,40,埼玉県,川越市,吉田新町2丁目,土地,2回目,2019-02-01,2019-03-20,2019-04-01,2019-10-31,2019-10-31,4,33680000,34800000,0,,,33800000,4,1,川越市：担当者の対応が良かったです。,4,川越吉田：山路（やまみち）を登りながら、こう考えた。知に働けば角が立つ。情に棹させば流される。意地を通せば窮屈だ。とかくに人の世は住みにくい。住みにくさが高じると、安いところへ引き越したくなる。どこへ越しても住みにくいと悟った時、詩が生まれて、画ができる。,川越吉田：吾輩は猫である。名前はまだ無い。どこで生れたかとんと見当がつかぬ。何でも薄暗いじめじめした所でニャーニャー泣いていた事だけは記憶している。吾輩はここで始めて人間というものを見た。しかもあとで聞くとそれ,4,川越吉田：恥の多い生涯を送って来ました。自分には、人間の生活というものが、見当つかないのです。自分は東北の田舎に生れましたので、汽車をはじめて見たのは、よほど大きくなってからでした。自分は停車場のブリッジを、上,川越吉田：木曾路はすべて山の中である。あるところは岨づたいに,なし。
